domain,count
"144.23.168.192.in-addr.arpa",16
"144.24.168.192.in-addr.arpa",8
"144.25.168.192.in-addr.arpa",6
"144.26.168.192.in-addr.arpa",8
"144.27.168.192.in-addr.arpa",10
"144.28.168.192.in-addr.arpa",14
"145.202.168.192.in-addr.arpa",6
"145.21.168.192.in-addr.arpa",20
"145.22.168.192.in-addr.arpa",16
"145.229.168.192.in-addr.arpa",58
"145.23.168.192.in-addr.arpa",14
"145.24.168.192.in-addr.arpa",10
"145.25.168.192.in-addr.arpa",6
"145.26.168.192.in-addr.arpa",6
"145.27.168.192.in-addr.arpa",12
"145.28.168.192.in-addr.arpa",14
"146.21.168.192.in-addr.arpa",20
"146.22.168.192.in-addr.arpa",16
"146.229.168.192.in-addr.arpa",58
"146.23.168.192.in-addr.arpa",14
"146.24.168.192.in-addr.arpa",8
"146.25.168.192.in-addr.arpa",8
"146.26.168.192.in-addr.arpa",6
"146.27.168.192.in-addr.arpa",10
"146.28.168.192.in-addr.arpa",16
"147.21.168.192.in-addr.arpa",20
"147.22.168.192.in-addr.arpa",16
"147.229.168.192.in-addr.arpa",58
"147.23.168.192.in-addr.arpa",18
"147.24.168.192.in-addr.arpa",8
"147.25.168.192.in-addr.arpa",6
"147.26.168.192.in-addr.arpa",8
"147.27.168.192.in-addr.arpa",10
"147.28.168.192.in-addr.arpa",14
"148.202.168.192.in-addr.arpa",2
"148.21.168.192.in-addr.arpa",20
"148.22.168.192.in-addr.arpa",16
"148.229.168.192.in-addr.arpa",58
"148.23.168.192.in-addr.arpa",14
"148.24.168.192.in-addr.arpa",10
"148.25.168.192.in-addr.arpa",6
"148.26.168.192.in-addr.arpa",6
"148.27.168.192.in-addr.arpa",12
"148.28.168.192.in-addr.arpa",14
"149.202.168.192.in-addr.arpa",4
"149.21.168.192.in-addr.arpa",22
"149.22.168.192.in-addr.arpa",16
"149.229.168.192.in-addr.arpa",58
"149.23.168.192.in-addr.arpa",14
"149.24.168.192.in-addr.arpa",8
"149.25.168.192.in-addr.arpa",8
"149.26.168.192.in-addr.arpa",6
"149.27.168.192.in-addr.arpa",10
"149.28.168.192.in-addr.arpa",16
"15-courier.push.apple.com",88
"15.1.16.172.in-addr.arpa",4
"15.21.168.192.in-addr.arpa",22
"15.22.168.192.in-addr.arpa",18
"15.229.168.192.in-addr.arpa",58
"15.23.168.192.in-addr.arpa",22
"15.24.168.192.in-addr.arpa",8
"15.25.168.192.in-addr.arpa",6
"15.26.168.192.in-addr.arpa",6
"15.27.168.192.in-addr.arpa",12
"15.28.168.192.in-addr.arpa",14
"150.202.168.192.in-addr.arpa",4
"150.21.168.192.in-addr.arpa",20
"150.22.168.192.in-addr.arpa",16
"150.229.168.192.in-addr.arpa",58
"150.23.168.192.in-addr.arpa",14
"150.24.168.192.in-addr.arpa",8
"150.25.168.192.in-addr.arpa",6
"150.26.168.192.in-addr.arpa",8
"150.27.168.192.in-addr.arpa",10
"150.28.168.192.in-addr.arpa",14
"151.21.168.192.in-addr.arpa",20
"151.22.168.192.in-addr.arpa",16
"151.229.168.192.in-addr.arpa",58
"151.23.168.192.in-addr.arpa",14
"151.24.168.192.in-addr.arpa",8
"151.25.168.192.in-addr.arpa",6
"151.26.168.192.in-addr.arpa",6
"151.27.168.192.in-addr.arpa",12
"151.28.168.192.in-addr.arpa",14
"152.1.16.172.in-addr.arpa",134
"152.21.168.192.all.spamrats.com",4
"152.21.168.192.bl.nszones.com",4
"152.21.168.192.bl.spamcop.net",4
"152.21.168.192.dnsbl.ahbl.org",8
"152.21.168.192.dnsbl.tornevall.org",4
"152.21.168.192.http.dnsbl.sorbs.net",4
"152.21.168.192.in-addr.arpa",126
"152.21.168.192.l2.apews.org",4
"152.21.168.192.list.quorum.to",4
"152.21.168.192.misc.dnsbl.sorbs.net",4
"152.21.168.192.sbl.spamhaus.org",4
"152.21.168.192.socks.dnsbl.sorbs.net",4
"152.21.168.192.spam.dnsbl.sorbs.net",8
"152.22.168.192.in-addr.arpa",86
"152.229.168.192.in-addr.arpa",58
"152.23.168.192.in-addr.arpa",96
"152.23.68.192.in-addr.arpa",8
"152.24.168.192.in-addr.arpa",84
"152.25.168.192.in-addr.arpa",114
"152.26.168.192.in-addr.arpa",48
"152.27.168.192.in-addr.arpa",78
"152.28.168.192.in-addr.arpa",40
"152.4.16.172.in-addr.arpa",28
"152.5.16.172.in-addr.arpa",4
"152.8.16.172.in-addr.arpa",6
"153.21.168.192.in-addr.arpa",20
"153.22.168.192.in-addr.arpa",18
"153.229.168.192.all.spamrats.com",2
"153.229.168.192.bl.nszones.com",2
"153.229.168.192.bl.spamcop.net",2
"153.229.168.192.dnsbl.ahbl.org",4
"153.229.168.192.dnsbl.tornevall.org",2
"153.229.168.192.http.dnsbl.sorbs.net",2
"153.229.168.192.in-addr.arpa",134
"153.229.168.192.l2.apews.org",2
"153.229.168.192.list.quorum.to",2
"153.229.168.192.misc.dnsbl.sorbs.net",2
"153.229.168.192.sbl.spamhaus.org",2
"153.229.168.192.socks.dnsbl.sorbs.net",2
"153.229.168.192.spam.dnsbl.sorbs.net",4
"153.23.168.192.in-addr.arpa",14
"153.24.168.192.in-addr.arpa",8
"153.25.168.192.in-addr.arpa",6
"153.26.168.192.in-addr.arpa",8
"153.27.168.192.in-addr.arpa",10
"153.28.168.192.in-addr.arpa",10
"154.21.168.192.in-addr.arpa",20
"154.22.168.192.in-addr.arpa",16
"154.229.168.192.in-addr.arpa",58
"154.23.168.192.in-addr.arpa",16
"154.24.168.192.in-addr.arpa",8
"154.25.168.192.in-addr.arpa",6
"154.26.168.192.in-addr.arpa",6
"154.27.168.192.in-addr.arpa",12
"154.28.168.192.in-addr.arpa",10
"155.21.168.192.in-addr.arpa",22
"155.22.168.192.in-addr.arpa",16
"155.229.168.192.in-addr.arpa",58
"155.23.168.192.in-addr.arpa",14
"155.24.168.192.in-addr.arpa",8
"155.25.168.192.in-addr.arpa",6
"155.26.168.192.in-addr.arpa",6
"155.27.168.192.in-addr.arpa",10
"155.28.168.192.in-addr.arpa",12
"156.21.168.192.in-addr.arpa",20
"156.22.168.192.in-addr.arpa",18
"156.229.168.192.all.spamrats.com",2
"156.229.168.192.bl.nszones.com",2
"156.229.168.192.bl.spamcop.net",2
"156.229.168.192.dnsbl.ahbl.org",4
"156.229.168.192.dnsbl.tornevall.org",2
"156.229.168.192.http.dnsbl.sorbs.net",2
"156.229.168.192.in-addr.arpa",154
"156.229.168.192.l2.apews.org",2
"156.229.168.192.list.quorum.to",2
"156.229.168.192.misc.dnsbl.sorbs.net",2
"156.229.168.192.sbl.spamhaus.org",2
"156.229.168.192.socks.dnsbl.sorbs.net",2
"156.229.168.192.spam.dnsbl.sorbs.net",4
"156.23.168.192.in-addr.arpa",14
"156.24.168.192.in-addr.arpa",8
"156.25.168.192.in-addr.arpa",6
"156.26.168.192.in-addr.arpa",6
"156.27.168.192.in-addr.arpa",10
"156.28.168.192.in-addr.arpa",10
"157.21.168.192.in-addr.arpa",20
"157.22.168.192.in-addr.arpa",16
"157.229.168.192.in-addr.arpa",58
"157.23.168.192.in-addr.arpa",16
"157.24.168.192.in-addr.arpa",8
"157.25.168.192.in-addr.arpa",6
"157.26.168.192.in-addr.arpa",6
"157.27.168.192.in-addr.arpa",12
"157.28.168.192.in-addr.arpa",10
"158.21.168.192.in-addr.arpa",22
"158.22.168.192.in-addr.arpa",16
"158.229.168.192.in-addr.arpa",58
"158.23.168.192.in-addr.arpa",14
"158.24.168.192.in-addr.arpa",10
"158.25.168.192.in-addr.arpa",6
"158.26.168.192.in-addr.arpa",6
"158.27.168.192.in-addr.arpa",10
"158.28.168.192.in-addr.arpa",12
"159.21.168.192.in-addr.arpa",20
"159.22.168.192.in-addr.arpa",18
"159.229.168.192.in-addr.arpa",58
"159.23.168.192.in-addr.arpa",14
"159.24.168.192.in-addr.arpa",8
"159.25.168.192.in-addr.arpa",8
"159.26.168.192.in-addr.arpa",6
"159.27.168.192.in-addr.arpa",10
"159.28.168.192.in-addr.arpa",10
"16-courier.push.apple.com",70
"16.1.16.172.in-addr.arpa",4
"16.21.168.192.in-addr.arpa",20
"16.22.168.192.in-addr.arpa",16
"16.229.168.192.in-addr.arpa",58
"16.23.168.192.in-addr.arpa",24
"16.24.168.192.in-addr.arpa",8
"16.25.168.192.in-addr.arpa",6
"16.26.168.192.in-addr.arpa",8
"16.27.168.192.in-addr.arpa",14
"16.28.168.192.in-addr.arpa",14
"160.21.168.192.in-addr.arpa",20
"160.22.168.192.in-addr.arpa",16
"160.229.168.192.in-addr.arpa",58
"160.23.168.192.in-addr.arpa",16
"160.24.168.192.in-addr.arpa",8
"160.25.168.192.in-addr.arpa",6
"160.26.168.192.in-addr.arpa",6
"160.27.168.192.in-addr.arpa",10
"160.28.168.192.in-addr.arpa",10
"161.21.168.192.in-addr.arpa",22
"161.22.168.192.in-addr.arpa",16
"161.229.168.192.in-addr.arpa",58
"161.23.168.192.in-addr.arpa",14
"161.24.168.192.in-addr.arpa",10
"161.25.168.192.in-addr.arpa",6
"161.26.168.192.in-addr.arpa",6
"161.27.168.192.in-addr.arpa",10
"161.28.168.192.in-addr.arpa",10
"162.21.168.192.in-addr.arpa",20
"162.22.168.192.in-addr.arpa",18
"162.229.168.192.in-addr.arpa",58
"162.23.168.192.in-addr.arpa",14
"162.24.168.192.in-addr.arpa",8
"162.25.168.192.in-addr.arpa",8
"162.26.168.192.in-addr.arpa",6
"162.27.168.192.in-addr.arpa",10
"162.28.168.192.in-addr.arpa",10
"163.21.168.192.in-addr.arpa",20
"163.22.168.192.in-addr.arpa",16
"163.229.168.192.in-addr.arpa",58
"163.23.168.192.in-addr.arpa",16
"163.24.168.192.in-addr.arpa",8
"163.25.168.192.in-addr.arpa",6
"163.26.168.192.in-addr.arpa",8
"163.27.168.192.in-addr.arpa",10
"163.28.168.192.in-addr.arpa",10
"164.21.168.192.in-addr.arpa",22
"164.22.168.192.in-addr.arpa",16
"164.229.168.192.in-addr.arpa",58
"164.23.168.192.in-addr.arpa",14
"164.24.168.192.in-addr.arpa",10
"164.25.168.192.in-addr.arpa",6
"164.26.168.192.in-addr.arpa",6
"164.27.168.192.in-addr.arpa",10
"164.28.168.192.in-addr.arpa",10
"165.21.168.192.in-addr.arpa",20
"165.22.168.192.in-addr.arpa",18
"165.229.168.192.in-addr.arpa",58
"165.23.168.192.in-addr.arpa",14
"165.24.168.192.in-addr.arpa",8
"165.25.168.192.in-addr.arpa",8
"165.26.168.192.in-addr.arpa",6
"165.27.168.192.in-addr.arpa",10
"165.28.168.192.in-addr.arpa",10
"166.21.168.192.in-addr.arpa",20
"166.22.168.192.in-addr.arpa",16
"166.229.168.192.in-addr.arpa",58
"166.23.168.192.in-addr.arpa",16
"166.24.168.192.in-addr.arpa",8
"166.25.168.192.in-addr.arpa",6
"166.26.168.192.in-addr.arpa",8
"166.27.168.192.in-addr.arpa",10
"166.28.168.192.in-addr.arpa",10
"167.21.168.192.in-addr.arpa",20
"167.22.168.192.in-addr.arpa",16
"167.229.168.192.in-addr.arpa",58
"167.23.168.192.in-addr.arpa",14
"167.24.168.192.in-addr.arpa",10
"167.25.168.192.in-addr.arpa",6
"167.26.168.192.in-addr.arpa",6
"167.27.168.192.in-addr.arpa",12
"167.28.168.192.in-addr.arpa",10
"168.21.168.192.in-addr.arpa",20
"168.22.168.192.in-addr.arpa",18
"168.229.168.192.in-addr.arpa",58
"168.23.168.192.in-addr.arpa",14
"168.24.168.192.in-addr.arpa",8
"168.25.168.192.in-addr.arpa",8
"168.26.168.192.in-addr.arpa",6
"168.27.168.192.in-addr.arpa",10
"168.28.168.192.in-addr.arpa",12
"169.21.168.192.in-addr.arpa",20
"169.22.168.192.in-addr.arpa",18
"169.229.168.192.in-addr.arpa",58
"169.23.168.192.in-addr.arpa",16
"169.24.168.192.in-addr.arpa",8
"169.25.168.192.in-addr.arpa",6
"169.26.168.192.in-addr.arpa",8
"169.27.168.192.in-addr.arpa",10
"169.28.168.192.in-addr.arpa",10
"17-courier.push.apple.com",54
"17.1.16.172.in-addr.arpa",4
"17.21.168.192.in-addr.arpa",24
"17.22.168.192.in-addr.arpa",16
"17.229.168.192.in-addr.arpa",58
"17.23.168.192.in-addr.arpa",14
"17.24.168.192.in-addr.arpa",14
"17.25.168.192.in-addr.arpa",6
"17.26.168.192.in-addr.arpa",6
"17.27.168.192.in-addr.arpa",12
"17.28.168.192.in-addr.arpa",16
"170.1.16.172.in-addr.arpa",2
"170.21.168.192.in-addr.arpa",20
"170.22.168.192.in-addr.arpa",18
"170.229.168.192.in-addr.arpa",58
"170.23.168.192.in-addr.arpa",14
"170.24.168.192.in-addr.arpa",10
"170.25.168.192.in-addr.arpa",6
"170.26.168.192.in-addr.arpa",6
"170.27.168.192.in-addr.arpa",12
"170.28.168.192.in-addr.arpa",10
"171.1.16.172.in-addr.arpa",4
"171.21.168.192.in-addr.arpa",20
"171.22.168.192.in-addr.arpa",18
"171.229.168.192.in-addr.arpa",58
"171.23.168.192.in-addr.arpa",14
"171.24.168.192.in-addr.arpa",8
"171.25.168.192.in-addr.arpa",8
"171.26.168.192.in-addr.arpa",6
"171.27.168.192.in-addr.arpa",10
"171.28.168.192.in-addr.arpa",12
"172.1.16.172.in-addr.arpa",4
"172.16.1-8.0",16
"172.16.1.254",4
"172.21.168.192.in-addr.arpa",20
"172.22.168.192.in-addr.arpa",18
"172.229.168.192.in-addr.arpa",58
"172.23.168.192.in-addr.arpa",14
"172.24.168.192.in-addr.arpa",8
"172.25.168.192.in-addr.arpa",6
"172.26.168.192.in-addr.arpa",8
"172.27.168.192.in-addr.arpa",10
"172.28.168.192.in-addr.arpa",10
"173.1.16.172.in-addr.arpa",4
"173.21.168.192.in-addr.arpa",20
"173.22.168.192.in-addr.arpa",18
"173.229.168.192.in-addr.arpa",58
"173.23.168.192.in-addr.arpa",14
"173.24.168.192.in-addr.arpa",12
"173.25.168.192.in-addr.arpa",6
"173.26.168.192.in-addr.arpa",6
"173.27.168.192.in-addr.arpa",12
"173.28.168.192.in-addr.arpa",10
"174.1.16.172.in-addr.arpa",4
"174.21.168.192.in-addr.arpa",22
"174.22.168.192.in-addr.arpa",18
"174.229.168.192.in-addr.arpa",58
"174.23.168.192.in-addr.arpa",14
"174.24.168.192.in-addr.arpa",8
"174.25.168.192.in-addr.arpa",8
"174.26.168.192.in-addr.arpa",6
"174.27.168.192.in-addr.arpa",10
"174.28.168.192.in-addr.arpa",12
"175.1.16.172.in-addr.arpa",4
"175.21.168.192.in-addr.arpa",20
"175.22.168.192.in-addr.arpa",20
"175.229.168.192.in-addr.arpa",58
"175.23.168.192.in-addr.arpa",14
"175.24.168.192.in-addr.arpa",8
"175.25.168.192.in-addr.arpa",6
"175.26.168.192.in-addr.arpa",8
"175.27.168.192.in-addr.arpa",10
"175.28.168.192.in-addr.arpa",10
"176.1.16.172.in-addr.arpa",4
"176.21.168.192.in-addr.arpa",20
"176.22.168.192.in-addr.arpa",18
"176.229.168.192.in-addr.arpa",58
"176.23.168.192.in-addr.arpa",14
"176.24.168.192.in-addr.arpa",8
"176.25.168.192.in-addr.arpa",6
"176.26.168.192.in-addr.arpa",6
"176.27.168.192.in-addr.arpa",12
"176.28.168.192.in-addr.arpa",10
"177.1.16.172.in-addr.arpa",4
"177.21.168.192.in-addr.arpa",22
"177.22.168.192.in-addr.arpa",18
"177.229.168.192.in-addr.arpa",58
"177.23.168.192.in-addr.arpa",14
"177.24.168.192.in-addr.arpa",8
"177.25.168.192.in-addr.arpa",6
"177.26.168.192.in-addr.arpa",6
"177.27.168.192.in-addr.arpa",10
"177.28.168.192.in-addr.arpa",12
"178.1.16.172.in-addr.arpa",4
"178.21.168.192.in-addr.arpa",20
"178.22.168.192.in-addr.arpa",20
"178.229.168.192.in-addr.arpa",58
"178.23.168.192.in-addr.arpa",14
"178.24.168.192.in-addr.arpa",8
"178.25.168.192.in-addr.arpa",6
"178.26.168.192.in-addr.arpa",10
"178.27.168.192.in-addr.arpa",10
"178.28.168.192.in-addr.arpa",10
"179.1.16.172.in-addr.arpa",4
"179.21.168.192.in-addr.arpa",20
"179.22.168.192.in-addr.arpa",18
"179.229.168.192.in-addr.arpa",58
"179.23.168.192.in-addr.arpa",16
"179.24.168.192.in-addr.arpa",8
"179.25.168.192.in-addr.arpa",6
"179.26.168.192.in-addr.arpa",6
"179.27.168.192.in-addr.arpa",12
"179.28.168.192.in-addr.arpa",10
"18-courier.push.apple.com",80
"18.1.16.172.in-addr.arpa",4
"18.21.168.192.in-addr.arpa",20
"18.22.168.192.in-addr.arpa",18
"18.229.168.192.in-addr.arpa",58
"18.23.168.192.in-addr.arpa",14
"18.24.168.192.in-addr.arpa",8
"18.25.168.192.in-addr.arpa",8
"18.26.168.192.in-addr.arpa",8
"18.27.168.192.in-addr.arpa",12
"18.28.168.192.in-addr.arpa",14
"180.1.16.172.in-addr.arpa",4
"180.21.168.192.in-addr.arpa",22
"180.22.168.192.in-addr.arpa",18
"180.229.168.192.in-addr.arpa",58
"180.23.168.192.in-addr.arpa",14
"180.24.168.192.in-addr.arpa",10
"180.25.168.192.in-addr.arpa",6
"180.26.168.192.in-addr.arpa",6
"180.27.168.192.in-addr.arpa",10
"180.28.168.192.in-addr.arpa",12
"181.1.16.172.in-addr.arpa",4
"181.21.168.192.in-addr.arpa",20
"181.22.168.192.in-addr.arpa",20
"181.229.168.192.in-addr.arpa",58
"181.23.168.192.in-addr.arpa",14
"181.24.168.192.in-addr.arpa",8
"181.25.168.192.in-addr.arpa",6
"181.26.168.192.in-addr.arpa",6
"181.27.168.192.in-addr.arpa",10
"181.28.168.192.in-addr.arpa",10
"182.1.16.172.in-addr.arpa",4
"182.21.168.192.in-addr.arpa",20
"182.22.168.192.in-addr.arpa",18
"182.229.168.192.in-addr.arpa",58
"182.23.168.192.in-addr.arpa",16
"182.24.168.192.in-addr.arpa",8
"182.25.168.192.in-addr.arpa",6
"182.26.168.192.in-addr.arpa",6
"182.27.168.192.in-addr.arpa",10
"182.28.168.192.in-addr.arpa",10
"183.1.16.172.in-addr.arpa",4
"183.21.168.192.in-addr.arpa",22
"183.22.168.192.in-addr.arpa",18
"183.229.168.192.in-addr.arpa",58
"183.23.168.192.in-addr.arpa",14
"183.24.168.192.in-addr.arpa",10
"183.25.168.192.in-addr.arpa",6
"183.26.168.192.in-addr.arpa",6
"183.27.168.192.in-addr.arpa",10
"183.28.168.192.in-addr.arpa",12
"184.1.16.172.in-addr.arpa",4
"184.21.168.192.in-addr.arpa",20
"184.22.168.192.in-addr.arpa",20
"184.229.168.192.in-addr.arpa",58
"184.23.168.192.in-addr.arpa",14
"184.24.168.192.in-addr.arpa",8
"184.25.168.192.in-addr.arpa",8
"184.26.168.192.in-addr.arpa",6
"184.27.168.192.in-addr.arpa",10
"184.28.168.192.in-addr.arpa",10
"185.1.16.172.in-addr.arpa",4
"185.21.168.192.in-addr.arpa",20
"185.22.168.192.in-addr.arpa",18
"185.229.168.192.in-addr.arpa",58
"185.23.168.192.in-addr.arpa",16
"185.24.168.192.in-addr.arpa",8
"185.25.168.192.in-addr.arpa",6
"185.26.168.192.in-addr.arpa",8
"185.27.168.192.in-addr.arpa",10
"185.28.168.192.in-addr.arpa",10
"186.1.16.172.in-addr.arpa",4
"186.21.168.192.in-addr.arpa",22
"186.22.168.192.in-addr.arpa",18
"186.229.168.192.in-addr.arpa",58
"186.23.168.192.in-addr.arpa",14
"186.24.168.192.in-addr.arpa",10
"186.25.168.192.in-addr.arpa",6
"186.26.168.192.in-addr.arpa",6
"186.27.168.192.in-addr.arpa",10
"186.28.168.192.in-addr.arpa",10
"187.1.16.172.in-addr.arpa",4
"187.21.168.192.in-addr.arpa",20
"187.22.168.192.in-addr.arpa",20
"187.229.168.192.in-addr.arpa",58
"187.23.168.192.in-addr.arpa",14
"187.24.168.192.in-addr.arpa",8
"187.25.168.192.in-addr.arpa",8
"187.26.168.192.in-addr.arpa",6
"187.27.168.192.in-addr.arpa",10
"187.28.168.192.in-addr.arpa",10
"188.1.16.172.in-addr.arpa",4
"188.21.168.192.in-addr.arpa",20
"188.22.168.192.in-addr.arpa",18
"188.229.168.192.in-addr.arpa",58
"188.23.168.192.in-addr.arpa",16
"188.24.168.192.in-addr.arpa",8
"188.25.168.192.in-addr.arpa",6
"188.26.168.192.in-addr.arpa",8
"188.27.168.192.in-addr.arpa",10
"188.28.168.192.in-addr.arpa",10
"189.1.16.172.in-addr.arpa",4
"189.21.168.192.in-addr.arpa",22
"189.22.168.192.in-addr.arpa",18
"189.229.168.192.in-addr.arpa",58
"189.23.168.192.in-addr.arpa",14
"189.24.168.192.in-addr.arpa",10
"189.25.168.192.in-addr.arpa",6
"189.26.168.192.in-addr.arpa",6
"189.27.168.192.in-addr.arpa",12
"189.28.168.192.in-addr.arpa",10
"19-courier.push.apple.com",80
"19.1.16.172.in-addr.arpa",4
"19.21.168.192.in-addr.arpa",20
"19.22.168.192.in-addr.arpa",16
"19.229.168.192.in-addr.arpa",58
"19.23.168.192.in-addr.arpa",16
"19.24.168.192.in-addr.arpa",8
"19.25.168.192.in-addr.arpa",6
"19.26.168.192.in-addr.arpa",6
"19.27.168.192.in-addr.arpa",12
"19.28.168.192.in-addr.arpa",14
"190.1.16.172.in-addr.arpa",4
"190.21.168.192.in-addr.arpa",20
"190.22.168.192.in-addr.arpa",20
"190.229.168.192.in-addr.arpa",58
"190.23.168.192.in-addr.arpa",14
"190.24.168.192.in-addr.arpa",8
"190.25.168.192.in-addr.arpa",8
"190.26.168.192.in-addr.arpa",6
"190.27.168.192.in-addr.arpa",10
"190.28.168.192.in-addr.arpa",10
"191.1.16.172.in-addr.arpa",4
"191.21.168.192.in-addr.arpa",20
"191.22.168.192.in-addr.arpa",18
"191.229.168.192.in-addr.arpa",58
"191.23.168.192.in-addr.arpa",16
"191.24.168.192.in-addr.arpa",8
"191.25.168.192.in-addr.arpa",6
"191.26.168.192.in-addr.arpa",8
"191.27.168.192.in-addr.arpa",10
"191.28.168.192.in-addr.arpa",10
"192,168.203.64",108
"192.1.16.172.in-addr.arpa",4
"192.168",14
"192.168.192.168.203.61",32
"192.168.202",12
"192.168.202.78",388
"192.168.202.78doku.php",8
"192.168.205.205",4
"192.168.21-28.0",60
"192.168.21-28.0-254",8
"192.168.21-28.0.hil-wasllhx.dca.wayport.net",36
"192.168.21-28.0/24",4
"192.168.21.0/24",8
"192.168.21.1",8
"192.168.21.1-254",40
"192.168.21.102",4
"192.168.21.152",6
"192.168.21.202",18
"192.168.21.203",8
"192.168.21.25 192.168.22.25 192.168.23.25",32
"192.168.21.253",6
"192.168.21.253;192.168.22.253",8
"192.168.21.254",18
"192.168.22.0/24",8
"192.168.22.1",14
"192.168.22.1-254",40
"192.168.22.101",2
"192.168.22.102",6
"192.168.22.103",12
"192.168.22.152",6
"192.168.22.202",6
"192.168.22.203",6
"192.168.22.25",6
"192.168.22.252",6
"192.168.22.253",6
"192.168.22.254",18
"192.168.229.0-254",32
"192.168.229.1",2
"192.168.229.101",2
"192.168.229.156",2
"192.168.229.254",6
"192.168.23.0/24",32
"192.168.23.1",12
"192.168.23.1-254",40
"192.168.23.100",12
"192.168.23.101",12
"192.168.23.102",12
"192.168.23.103",30
"192.168.23.152",12
"192.168.23.202",12
"192.168.23.203",12
"192.168.23.25",12
"192.168.23.252",6
"192.168.23.253",4
"192.168.23.254",12
"192.168.24.1",2
"192.168.24.1-254",8
"192.168.24.102",6
"192.168.24.103",54
"192.168.24.152",6
"192.168.24.202",6
"192.168.24.203",6
"192.168.24.25",6
"192.168.24.253",2
"192.168.24.254",6
"192.168.24100",36
"192.168.25.1",6
"192.168.25.1-254",8
"192.168.25.101",2
"192.168.25.102",6
"192.168.25.103",6
"192.168.25.152/webdav",8
"192.168.25.202",6
"192.168.25.203",6
"192.168.25.21.103",8
"192.168.25.253",2
"192.168.25.254",6
"192.168.26.1",6
"192.168.26.1-254",8
"192.168.26.1152",32
"192.168.26.253:3389",8
"192.168.26.254",6
"192.168.267101",6
"192.168.27.0/24",8
"192.168.27.1",14
"192.168.27.1-254",16
"192.168.27.101",4
"192.168.27.102",6
"192.168.27.152",6
"192.168.27.202",6
"192.168.27.203",6
"192.168.27.253",8
"192.168.27.254",12
"192.168.28.0-254",32
"192.168.28.1",12
"192.168.28.1-254",8
"192.168.28.101",2
"192.168.28.102",6
"192.168.28.103",6
"192.168.28.103,",38
"192.168.28.202",12
"192.168.28.203",6
"192.168.28.253",8
"192.168.28.253:~",8
"192.168.28.254",6
"192.21.168.192.in-addr.arpa",20
"192.22.168.192.in-addr.arpa",18
"192.229.168.192.in-addr.arpa",58
"192.23.168.192.in-addr.arpa",14
"192.24.168.192.in-addr.arpa",10
"192.25.168.192.in-addr.arpa",6
"192.26.168.192.in-addr.arpa",6
"192.268.28.253",28
"192.27.168.192.in-addr.arpa",12
"192.28.168.192.in-addr.arpa",10
"192168.25.101",6
"193.1.16.172.in-addr.arpa",4
"193.21.168.192.in-addr.arpa",20
"193.22.168.192.in-addr.arpa",18
"193.229.168.192.in-addr.arpa",58
"193.23.168.192.in-addr.arpa",14
"193.24.168.192.in-addr.arpa",8
"193.25.168.192.in-addr.arpa",8
"193.26.168.192.in-addr.arpa",6
"193.27.168.192.in-addr.arpa",10
"193.28.168.192.in-addr.arpa",12
"194.1.16.172.in-addr.arpa",4
"194.21.168.192.in-addr.arpa",20
"194.22.168.192.in-addr.arpa",18
"194.229.168.192.in-addr.arpa",58
"194.23.168.192.in-addr.arpa",18
"194.24.168.192.in-addr.arpa",8
"194.25.168.192.in-addr.arpa",6
"194.26.168.192.in-addr.arpa",8
"194.27.168.192.in-addr.arpa",10
"194.28.168.192.in-addr.arpa",10
"195.1.16.172.in-addr.arpa",4
"195.21.168.192.in-addr.arpa",20
"195.22.168.192.in-addr.arpa",18
"195.229.168.192.in-addr.arpa",58
"195.23.168.192.in-addr.arpa",14
"195.24.168.192.in-addr.arpa",10
"195.25.168.192.in-addr.arpa",6
"195.26.168.192.in-addr.arpa",6
"195.27.168.192.in-addr.arpa",12
"195.28.168.192.in-addr.arpa",10
"196.1.16.172.in-addr.arpa",4
"196.21.168.192.in-addr.arpa",22
"196.22.168.192.in-addr.arpa",18
"196.229.168.192.in-addr.arpa",58
"196.23.168.192.in-addr.arpa",14
"196.24.168.192.in-addr.arpa",8
"196.25.168.192.in-addr.arpa",8
"196.26.168.192.in-addr.arpa",6
"196.27.168.192.in-addr.arpa",10
"196.28.168.192.in-addr.arpa",12
"197.1.16.172.in-addr.arpa",4
"197.21.168.192.in-addr.arpa",20
"197.22.168.192.in-addr.arpa",18
"197.229.168.192.in-addr.arpa",58
"197.23.168.192.in-addr.arpa",14
"197.24.168.192.in-addr.arpa",8
"197.25.168.192.in-addr.arpa",6
"197.26.168.192.in-addr.arpa",8
"197.27.168.192.in-addr.arpa",10
"197.28.168.192.in-addr.arpa",10
"198.1.16.172.in-addr.arpa",4
"198.21.168.192.in-addr.arpa",20
"198.22.168.192.in-addr.arpa",18
"198.229.168.192.in-addr.arpa",58
"198.23.168.192.in-addr.arpa",14
"198.24.168.192.in-addr.arpa",8
"198.25.168.192.in-addr.arpa",6
"198.26.168.192.in-addr.arpa",6
"198.27.168.192.in-addr.arpa",12
"198.28.168.192.in-addr.arpa",10
"199.1.16.172.in-addr.arpa",4
"199.21.168.192.in-addr.arpa",22
"199.22.168.192.in-addr.arpa",18
"199.229.168.192.in-addr.arpa",58
"199.23.168.192.in-addr.arpa",14
"199.24.168.192.in-addr.arpa",8
"199.25.168.192.in-addr.arpa",10
"199.26.168.192.in-addr.arpa",6
"199.27.168.192.in-addr.arpa",10
"199.28.168.192.in-addr.arpa",12
