domain,count
"251.229.168.192.http.dnsbl.sorbs.net",2
"251.229.168.192.in-addr.arpa",112
"251.229.168.192.l2.apews.org",2
"251.229.168.192.list.quorum.to",2
"251.229.168.192.misc.dnsbl.sorbs.net",2
"251.229.168.192.sbl.spamhaus.org",2
"251.229.168.192.socks.dnsbl.sorbs.net",2
"251.229.168.192.spam.dnsbl.sorbs.net",4
"251.23.168.192.in-addr.arpa",16
"251.24.168.192.in-addr.arpa",8
"251.25.168.192.in-addr.arpa",6
"251.26.168.192.in-addr.arpa",6
"251.27.168.192.in-addr.arpa",12
"251.28.168.192.in-addr.arpa",10
"252.0.0.224.in-addr.arpa",14
"252.202.168.192.in-addr.arpa",2
"252.21.168.192.in-addr.arpa",40
"252.22.168.192.in-addr.arpa",50
"252.229.168.192.all.spamrats.com",2
"252.229.168.192.bl.nszones.com",2
"252.229.168.192.bl.spamcop.net",2
"252.229.168.192.dnsbl.ahbl.org",4
"252.229.168.192.dnsbl.tornevall.org",2
"252.229.168.192.http.dnsbl.sorbs.net",2
"252.229.168.192.in-addr.arpa",114
"252.229.168.192.l2.apews.org",2
"252.229.168.192.list.quorum.to",2
"252.229.168.192.misc.dnsbl.sorbs.net",2
"252.229.168.192.sbl.spamhaus.org",2
"252.229.168.192.socks.dnsbl.sorbs.net",2
"252.229.168.192.spam.dnsbl.sorbs.net",4
"252.23.168.192.in-addr.arpa",34
"252.24.168.192.in-addr.arpa",60
"252.25.168.192.in-addr.arpa",18
"252.26.168.192.in-addr.arpa",20
"252.27.168.192.in-addr.arpa",58
"252.28.168.192.in-addr.arpa",48
"252.4.16.172.in-addr.arpa",16
"253.202.168.192.in-addr.arpa",6
"253.205.168.192.in-addr.arpa",4
"253.21.168.192.all.spamrats.com",4
"253.21.168.192.bl.nszones.com",4
"253.21.168.192.bl.spamcop.net",4
"253.21.168.192.dnsbl.ahbl.org",8
"253.21.168.192.dnsbl.tornevall.org",4
"253.21.168.192.http.dnsbl.sorbs.net",4
"253.21.168.192.in-addr.arpa",1188
"253.21.168.192.l2.apews.org",4
"253.21.168.192.list.quorum.to",4
"253.21.168.192.misc.dnsbl.sorbs.net",4
"253.21.168.192.sbl.spamhaus.org",4
"253.21.168.192.socks.dnsbl.sorbs.net",4
"253.21.168.192.spam.dnsbl.sorbs.net",8
"253.22.168.192.in-addr.arpa",466
"253.229.168.192.in-addr.arpa",34
"253.23.168.192.in-addr.arpa",974
"253.23.68.192.in-addr.arpa",8
"253.24.168.192.in-addr.arpa",628
"253.25.168.192.in-addr.arpa",1044
"253.26.168.192.in-addr.arpa",726
"253.27.168.192.in-addr.arpa",686
"253.28.168.192.in-addr.arpa",344
"254.1.16.172.in-addr.arpa",4
"254.21.168.192.all.spamrats.com",4
"254.21.168.192.bl.nszones.com",4
"254.21.168.192.bl.spamcop.net",4
"254.21.168.192.dnsbl.ahbl.org",8
"254.21.168.192.dnsbl.tornevall.org",4
"254.21.168.192.http.dnsbl.sorbs.net",4
"254.21.168.192.in-addr.arpa",142
"254.21.168.192.l2.apews.org",4
"254.21.168.192.list.quorum.to",4
"254.21.168.192.misc.dnsbl.sorbs.net",4
"254.21.168.192.sbl.spamhaus.org",4
"254.21.168.192.socks.dnsbl.sorbs.net",4
"254.21.168.192.spam.dnsbl.sorbs.net",8
"254.22.168.192.in-addr.arpa",102
"254.229.168.192.all.spamrats.com",2
"254.229.168.192.bl.nszones.com",2
"254.229.168.192.bl.spamcop.net",2
"254.229.168.192.dnsbl.ahbl.org",4
"254.229.168.192.dnsbl.tornevall.org",2
"254.229.168.192.http.dnsbl.sorbs.net",2
"254.229.168.192.in-addr.arpa",112
"254.229.168.192.l2.apews.org",2
"254.229.168.192.list.quorum.to",2
"254.229.168.192.misc.dnsbl.sorbs.net",2
"254.229.168.192.sbl.spamhaus.org",2
"254.229.168.192.socks.dnsbl.sorbs.net",2
"254.229.168.192.spam.dnsbl.sorbs.net",4
"254.23.168.192.in-addr.arpa",98
"254.23.68.192.in-addr.arpa",8
"254.24.168.192.in-addr.arpa",72
"254.25.168.192.in-addr.arpa",164
"254.26.168.192.in-addr.arpa",60
"254.27.168.192.in-addr.arpa",82
"254.28.168.192.in-addr.arpa",78
"254.4.16.172.in-addr.arpa",20
"254.5.16.172.in-addr.arpa",8
"254.7.16.172.in-addr.arpa",4
"255.100.168.192.in-addr.arpa",2
"255.202.168.192.in-addr.arpa",4
"255.21.168.192.in-addr.arpa",8
"255.229.168.192.in-addr.arpa",26
"255.24.168.192.in-addr.arpa",4
"255.255.0.0",8
"255.255.254.169.in-addr.arpa",4
"255.255.255.255.in-addr.arpa",22
"26-courier.push.apple.com",84
"26.1.16.172.in-addr.arpa",4
"26.21.168.192.in-addr.arpa",20
"26.22.168.192.in-addr.arpa",16
"26.229.168.192.in-addr.arpa",58
"26.23.168.192.in-addr.arpa",14
"26.24.168.192.in-addr.arpa",10
"26.25.168.192.in-addr.arpa",6
"26.26.168.192.in-addr.arpa",8
"26.27.168.192.in-addr.arpa",12
"26.28.168.192.in-addr.arpa",14
"27-courier.push.apple.com",34
"27.1.16.172.in-addr.arpa",8
"27.21.168.192.in-addr.arpa",20
"27.22.168.192.in-addr.arpa",18
"27.229.168.192.in-addr.arpa",58
"27.23.168.192.in-addr.arpa",14
"27.24.168.192.in-addr.arpa",8
"27.25.168.192.in-addr.arpa",8
"27.26.168.192.in-addr.arpa",6
"27.27.168.192.in-addr.arpa",10
"27.28.168.192.in-addr.arpa",16
"27.4.16.172.in-addr.arpa",12
"27.5.16.172.in-addr.arpa",4
"28-courier.push.apple.com",44
"28.0-254",4
"28.1.16.172.in-addr.arpa",4
"28.21.168.192.in-addr.arpa",20
"28.22.168.192.in-addr.arpa",16
"28.229.168.192.in-addr.arpa",58
"28.23.168.192.in-addr.arpa",16
"28.24.168.192.in-addr.arpa",8
"28.25.168.192.in-addr.arpa",6
"28.26.168.192.in-addr.arpa",10
"28.27.168.192.in-addr.arpa",10
"28.28.168.192.in-addr.arpa",14
"29-courier.push.apple.com",186
"29.1.16.172.in-addr.arpa",4
"29.21.168.192.in-addr.arpa",20
"29.22.168.192.in-addr.arpa",16
"29.229.168.192.in-addr.arpa",58
"29.23.168.192.in-addr.arpa",14
"29.24.168.192.in-addr.arpa",10
"29.25.168.192.in-addr.arpa",6
"29.26.168.192.in-addr.arpa",6
"29.27.168.192.in-addr.arpa",12
"29.28.168.192.in-addr.arpa",14
"3-courier.push.apple.com",72
"3.0.0.0.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa",14
"3.0.1.0.0.0.0.0.0.0.0.0.0.0.0.0.5.5.3.0.8.1.c.0.b.b.d.0.1.0.0.2.ip6.arpa",2
"3.0.1.0.0.0.0.0.0.0.0.0.0.0.0.0.5.5.5.0.8.1.c.0.b.b.d.0.1.0.0.2.ip6.arpa",12
"3.0.1.0.0.0.0.0.0.0.0.0.0.0.0.0.5.5.5.0.8.1.c.0.b.b.d.0.1.0.0.2.nmap6.asn.cymru.com",2
"3.0.2.0.0.0.0.0.0.0.0.0.0.0.0.0.5.5.3.0.8.1.c.0.b.b.d.0.1.0.0.2.ip6.arpa",4
"3.1.16.172.in-addr.arpa",4
"3.1.168.192.in-addr.arpa",26
"3.196.16.199.in-addr.arpa",42
"3.2.0.1.8.7.e.f.f.f.9.2.c.0.2.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa",2
"3.2.0.1.8.7.e.f.f.f.9.2.c.0.2.0.2.0.2.0.8.1.c.0.b.b.d.0.1.0.0.2.ip6.arpa",2
"3.21.168.192.in-addr.arpa",22
"3.22.168.192.in-addr.arpa",16
"3.229.168.192.in-addr.arpa",58
"3.23.168.192.in-addr.arpa",24
"3.24.168.192.in-addr.arpa",8
"3.25.168.192.in-addr.arpa",6
"3.26.168.192.in-addr.arpa",8
"3.27.168.192.in-addr.arpa",12
"3.28.168.192.in-addr.arpa",14
"3.3.3.7.0.3.e.f.f.f.3.0.c.2.6.c.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa",36
"3.7.a.a.a.1.e.f.f.f.0.0.0.6.a.c.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa",2
"3.d.e.3.1.4.e.f.f.f.4.5.7.0.e.3.3.0.2.0.8.1.c.0.b.b.d.0.1.0.0.2.ip6.arpa",4
"3.ubuntu.pool.ntp.org",1252
"3.ubuntu.pool.ntp.org.jhuapl.edu",8
"3.ubuntu.pool.ntp.org.localdomain",312
"30-courier.push.apple.com",64
"30.1.16.172.in-addr.arpa",4
"30.128.58.192.in-addr.arpa",4
"30.21.168.192.in-addr.arpa",20
"30.22.168.192.in-addr.arpa",16
"30.229.168.192.in-addr.arpa",58
"30.23.168.192.in-addr.arpa",14
"30.24.168.192.in-addr.arpa",8
"30.25.168.192.in-addr.arpa",8
"30.26.168.192.in-addr.arpa",8
"30.27.168.192.in-addr.arpa",10
"30.28.168.192.in-addr.arpa",16
"31-courier.push.apple.com",36
"31.1.16.172.in-addr.arpa",4
"31.21.168.192.in-addr.arpa",20
"31.22.168.192.in-addr.arpa",16
"31.229.168.192.in-addr.arpa",58
"31.23.168.192.in-addr.arpa",14
"31.24.168.192.in-addr.arpa",8
"31.25.168.192.in-addr.arpa",6
"31.26.168.192.in-addr.arpa",8
"31.27.168.192.in-addr.arpa",10
"31.28.168.192.in-addr.arpa",14
"32-courier.push.apple.com",82
"32.1.16.172.in-addr.arpa",4
"32.21.168.192.in-addr.arpa",20
"32.22.168.192.in-addr.arpa",16
"32.229.168.192.in-addr.arpa",58
"32.23.168.192.in-addr.arpa",14
"32.24.168.192.in-addr.arpa",12
"32.25.168.192.in-addr.arpa",6
"32.26.168.192.in-addr.arpa",8
"32.27.168.192.in-addr.arpa",12
"32.28.168.192.in-addr.arpa",14
"32.repository.backtrack-linux.org",272
"33-courier.push.apple.com",90
"33.1.16.172.in-addr.arpa",4
"33.21.168.192.in-addr.arpa",22
"33.22.168.192.in-addr.arpa",16
"33.229.168.192.in-addr.arpa",58
"33.23.168.192.in-addr.arpa",14
"33.24.168.192.in-addr.arpa",8
"33.25.168.192.in-addr.arpa",8
"33.26.168.192.in-addr.arpa",6
"33.27.12.202.in-addr.arpa",4
"33.27.168.192.in-addr.arpa",10
"33.28.168.192.in-addr.arpa",16
"34-courier.push.apple.com",154
"34.1.16.172.in-addr.arpa",4
"34.21.168.192.in-addr.arpa",20
"34.22.168.192.in-addr.arpa",18
"34.229.168.192.in-addr.arpa",58
"34.23.168.192.in-addr.arpa",14
"34.24.168.192.in-addr.arpa",8
"34.25.168.192.in-addr.arpa",6
"34.26.168.192.in-addr.arpa",10
"34.27.168.192.in-addr.arpa",10
"34.28.168.192.in-addr.arpa",14
"35-courier.push.apple.com",96
"35.1.16.172.in-addr.arpa",4
"35.202.168.192.in-addr.arpa",2
"35.21.168.192.in-addr.arpa",20
"35.22.168.192.in-addr.arpa",16
"35.229.168.192.in-addr.arpa",58
"35.23.168.192.in-addr.arpa",14
"35.24.168.192.in-addr.arpa",8
"35.25.168.192.in-addr.arpa",6
"35.26.168.192.in-addr.arpa",6
"35.27.168.192.in-addr.arpa",12
"35.28.168.192.in-addr.arpa",14
"36-courier.push.apple.com",84
"36.1.16.172.in-addr.arpa",4
"36.21.168.192.in-addr.arpa",22
"36.22.168.192.in-addr.arpa",16
"36.229.168.192.in-addr.arpa",58
"36.23.168.192.in-addr.arpa",14
"36.24.168.192.in-addr.arpa",8
"36.25.168.192.in-addr.arpa",6
"36.26.168.192.in-addr.arpa",8
"36.27.168.192.in-addr.arpa",10
"36.28.168.192.in-addr.arpa",16
"36.94.168.192.in-addr.arpa",2
"37-courier.push.apple.com",76
"37.1.16.172.in-addr.arpa",4
"37.21.168.192.in-addr.arpa",20
"37.22.168.192.in-addr.arpa",18
"37.229.168.192.in-addr.arpa",58
"37.23.168.192.in-addr.arpa",14
"37.24.168.192.in-addr.arpa",8
"37.25.168.192.in-addr.arpa",6
"37.26.168.192.in-addr.arpa",10
"37.27.168.192.in-addr.arpa",10
"37.28.168.192.in-addr.arpa",14
"38-courier.push.apple.com",92
"38.1.16.172.in-addr.arpa",4
"38.21.168.192.in-addr.arpa",20
"38.22.168.192.in-addr.arpa",16
"38.229.168.192.in-addr.arpa",58
"38.23.168.192.in-addr.arpa",16
"38.24.168.192.in-addr.arpa",8
"38.25.168.192.in-addr.arpa",6
"38.26.168.192.in-addr.arpa",8
"38.27.168.192.in-addr.arpa",12
"38.28.168.192.in-addr.arpa",14
"38.51.168.192.in-addr.arpa",72
"39-courier.push.apple.com",8
"39.1.16.172.in-addr.arpa",4
"39.21.168.192.in-addr.arpa",22
"39.22.168.192.in-addr.arpa",16
"39.229.168.192.in-addr.arpa",58
"39.23.168.192.in-addr.arpa",14
"39.24.168.192.in-addr.arpa",10
"39.25.168.192.in-addr.arpa",6
"39.26.168.192.in-addr.arpa",6
"39.27.168.192.in-addr.arpa",10
"39.28.168.192.in-addr.arpa",16
"4-courier.push.apple.com",88
"4.0.41.198.in-addr.arpa",8
"4.0.a.0.0.0.e.f.f.f.4.0.0.0.8.a.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa",4
"4.0.a.0.0.0.e.f.f.f.4.0.0.0.8.a.2.0.2.0.8.1.c.0.b.b.d.0.1.0.0.2.ip6.arpa",4
"4.0.a.0.0.0.f.f.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa",4
"4.1.16.172.in-addr.arpa",4
"4.202.168.192.in-addr.arpa",16
"4.207.168.192.in-addr.arpa",146
"4.21.168.192.in-addr.arpa",22
"4.22.168.192.in-addr.arpa",16
"4.229.168.192.in-addr.arpa",58
"4.23.168.192.in-addr.arpa",22
"4.24.168.192.in-addr.arpa",10
"4.25.168.192.in-addr.arpa",6
"4.26.168.192.in-addr.arpa",8
"4.27.168.192.in-addr.arpa",12
"4.28.168.192.in-addr.arpa",14
"4.36.112.192.in-addr.arpa",4
"4.5.1.1.d.b.e.f.f.f.9.2.c.0.2.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa",2
"4.5.1.1.d.b.e.f.f.f.9.2.c.0.2.0.2.0.2.0.8.1.c.0.b.b.d.0.1.0.0.2.ip6.arpa",2
"4.5.1.1.d.b.f.f.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa",2
"4.c.0.0.8.0.8.9.7.a.d.1.0.d.8.a.5.5.3.0.8.1.c.0.b.b.d.0.1.0.0.2.ip6.arpa",4
"4.e.e.5.3.2.e.f.f.f.e.9.6.2.2.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa",2
"4.e.e.5.3.2.e.f.f.f.e.9.6.2.2.0.2.0.2.0.8.1.c.0.b.b.d.0.1.0.0.2.ip6.arpa",2
"4.e.e.5.3.2.f.f.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa",2
"4.e.e.f.9.f.e.f.f.f.9.2.c.0.2.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa",28
"4.e.e.f.9.f.e.f.f.f.9.2.c.0.2.0.5.5.1.0.8.1.c.0.b.b.d.0.1.0.0.2.ip6.arpa",104
"4.f.1.9.5.b.4.0.1.9.6.d.d.0.0.0.2.0.2.0.8.1.c.0.b.b.d.0.1.0.0.2.ip6.arpa",2
"4.f.1.9.5.b.f.f.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa",2
"40-courier.push.apple.com",76
"40.1.16.172.in-addr.arpa",4
"40.21.168.192.in-addr.arpa",20
"40.22.168.192.in-addr.arpa",18
"40.229.168.192.in-addr.arpa",58
"40.23.168.192.in-addr.arpa",14
"40.24.168.192.in-addr.arpa",8
"40.25.168.192.in-addr.arpa",6
"40.26.168.192.in-addr.arpa",6
"40.27.168.192.in-addr.arpa",10
"40.28.168.192.in-addr.arpa",14
"41-courier.push.apple.com",46
"41.1.16.172.in-addr.arpa",4
"41.202.168.192.in-addr.arpa",2
"41.21.168.192.in-addr.arpa",20
"41.22.168.192.in-addr.arpa",16
"41.229.168.192.in-addr.arpa",58
"41.23.168.192.in-addr.arpa",16
"41.24.168.192.in-addr.arpa",8
"41.25.168.192.in-addr.arpa",6
"41.26.168.192.in-addr.arpa",6
"41.27.168.192.in-addr.arpa",10
"41.28.168.192.in-addr.arpa",14
"42-courier.push.apple.com",32
"42.1.16.172.in-addr.arpa",4
"42.21.168.192.in-addr.arpa",22
"42.22.168.192.in-addr.arpa",16
"42.229.168.192.in-addr.arpa",58
"42.23.168.192.in-addr.arpa",14
"42.24.168.192.in-addr.arpa",10
"42.25.168.192.in-addr.arpa",6
"42.26.168.192.in-addr.arpa",6
"42.27.168.192.in-addr.arpa",10
"42.28.168.192.in-addr.arpa",16
"42.83.7.199.in-addr.arpa",4
"43-courier.push.apple.com",8
"43.1.16.172.in-addr.arpa",4
"43.21.168.192.in-addr.arpa",20
"43.22.168.192.in-addr.arpa",18
"43.229.168.192.in-addr.arpa",58
"43.23.168.192.in-addr.arpa",14
"43.24.168.192.in-addr.arpa",8
"43.25.168.192.in-addr.arpa",8
"43.26.168.192.in-addr.arpa",6
"43.27.168.192.in-addr.arpa",10
"43.28.168.192.in-addr.arpa",14
"44-courier.push.apple.com",88
"44.1.16.172.in-addr.arpa",4
"44.202.168.192.in-addr.arpa",2
"44.206.168.192.in-addr.arpa",14312
"44.21.168.192.in-addr.arpa",20
"44.22.168.192.in-addr.arpa",16
"44.229.168.192.in-addr.arpa",58
"44.23.168.192.in-addr.arpa",16
"44.24.168.192.in-addr.arpa",8
"44.25.168.192.in-addr.arpa",6
"44.26.168.192.in-addr.arpa",8
"44.27.168.192.in-addr.arpa",10
"44.28.168.192.in-addr.arpa",14
"45-courier.push.apple.com",44
"45.1.16.172.in-addr.arpa",4
"45.203.168.192.in-addr.arpa",90
"45.204.168.192.in-addr.arpa",184
"45.21.168.192.in-addr.arpa",22
"45.22.168.192.in-addr.arpa",16
"45.229.168.192.in-addr.arpa",58
"45.23.168.192.in-addr.arpa",14
"45.24.168.192.in-addr.arpa",10
"45.25.168.192.in-addr.arpa",6
"45.26.168.192.in-addr.arpa",6
"45.27.168.192.in-addr.arpa",10
"45.28.168.192.in-addr.arpa",14
"458socomforums.com",8
"46-courier.push.apple.com",4
"46.1.16.172.in-addr.arpa",4
"46.202.168.192.in-addr.arpa",2
"46.21.168.192.in-addr.arpa",20
"46.22.168.192.in-addr.arpa",18
"46.229.168.192.in-addr.arpa",58
"46.23.168.192.in-addr.arpa",14
"46.24.168.192.in-addr.arpa",8
"46.25.168.192.in-addr.arpa",8
"46.26.168.192.in-addr.arpa",6
"46.27.168.192.in-addr.arpa",10
"46.28.168.192.in-addr.arpa",14
"47-courier.push.apple.com",24
"47.1.16.172.in-addr.arpa",4
"47.21.168.192.in-addr.arpa",20
"47.22.168.192.in-addr.arpa",16
"47.229.168.192.in-addr.arpa",58
"47.23.168.192.in-addr.arpa",16
"47.24.168.192.in-addr.arpa",8
"47.25.168.192.in-addr.arpa",6
"47.26.168.192.in-addr.arpa",8
"47.27.168.192.in-addr.arpa",10
"47.28.168.192.in-addr.arpa",14
"48-courier.push.apple.com",590
"48.1.16.172.in-addr.arpa",4
"48.21.168.192.in-addr.arpa",22
"48.22.168.192.in-addr.arpa",16
"48.229.168.192.in-addr.arpa",58
"48.23.168.192.in-addr.arpa",14
"48.24.168.192.in-addr.arpa",10
"48.25.168.192.in-addr.arpa",6
"48.26.168.192.in-addr.arpa",6
"48.27.168.192.in-addr.arpa",12
"48.28.168.192.in-addr.arpa",14
"49-courier.push.apple.com",12
"49.1.16.172.in-addr.arpa",4
"49.202.168.192.in-addr.arpa",6
"49.21.168.192.in-addr.arpa",20
"49.22.168.192.in-addr.arpa",18
"49.229.168.192.in-addr.arpa",58
"49.23.168.192.in-addr.arpa",14
"49.24.168.192.in-addr.arpa",8
"49.25.168.192.in-addr.arpa",8
"49.26.168.192.in-addr.arpa",6
"49.27.168.192.in-addr.arpa",10
"49.28.168.192.in-addr.arpa",14
"5-courier.push.apple.com",38
"5.0.5.7.e.3.e.f.f.f.8.5.c.1.2.0.1.0.0.0.8.1.c.0.b.b.d.0.1.0.0.2.ip6.arpa",2
"5.1.16.172.in-addr.arpa",4
"5.2.0.0.0.0.0.0.0.0.0.0.0.0.0.0.5.5.1.0.8.1.c.0.b.b.d.0.1.0.0.2.ip6.arpa",6
"5.2.0.0.0.0.0.0.0.0.0.0.0.0.0.0.5.5.3.0.8.1.c.0.b.b.d.0.1.0.0.2.ip6.arpa",24
"5.2.0.0.0.0.0.0.0.0.0.0.0.0.0.0.5.5.4.0.8.1.c.0.b.b.d.0.1.0.0.2.ip6.arpa",16
"5.2.0.0.0.0.0.0.0.0.0.0.0.0.0.0.5.5.5.0.8.1.c.0.b.b.d.0.1.0.0.2.ip6.arpa",30
"5.2.0.0.0.0.0.0.0.0.0.0.0.0.0.0.5.5.6.0.8.1.c.0.b.b.d.0.1.0.0.2.ip6.arpa",12
"5.2.0.0.0.0.0.0.0.0.0.0.0.0.0.0.5.5.7.0.8.1.c.0.b.b.d.0.1.0.0.2.ip6.arpa",36
"5.2.0.0.0.0.0.0.0.0.0.0.0.0.0.0.5.5.8.0.8.1.c.0.b.b.d.0.1.0.0.2.ip6.arpa",30
"5.2.0.0.0.0.0.0.0.0.0.0.0.0.0.0.5.5.8.0.8.1.c.0.b.b.d.0.1.0.0.2.nmap6.asn.cymru.com",2
"5.21.168.192.in-addr.arpa",22
"5.22.168.192.in-addr.arpa",16
"5.229.168.192.in-addr.arpa",58
"5.23.168.192.in-addr.arpa",22
"5.24.168.192.in-addr.arpa",8
"5.25.168.192.in-addr.arpa",8
"5.26.168.192.in-addr.arpa",6
"5.27.168.192.in-addr.arpa",10
"5.28.168.192.in-addr.arpa",16
"5.3.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.3.c.d.0.1.0.0.2.ip6.arpa",8
"5.3.2.0.f.3.0.8.0.0.0.0.0.0.0.0.0.0.0.0.1.0.0.0.0.0.5.0.1.0.0.2.ip6.arpa",28
"5.5.9.6.8.2.e.f.f.f.9.2.c.0.2.0.5.5.6.0.8.1.c.0.b.b.d.0.1.0.0.2.ip6.arpa",12
"5.6.6.a.c.1.e.f.f.f.4.5.7.0.e.3.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa",4
"5.6.6.a.c.1.e.f.f.f.4.5.7.0.e.3.2.0.2.0.8.1.c.0.b.b.d.0.1.0.0.2.ip6.arpa",4
"5.9.4.0.d.5.a.f.f.8.2.d.c.1.9.3.5.5.6.0.8.1.c.0.b.b.d.0.1.0.0.2.ip6.arpa",12
"50-courier.push.apple.com",40
"50.1.16.172.in-addr.arpa",140
"50.21.168.192.in-addr.arpa",20
"50.22.168.192.in-addr.arpa",16
"50.229.168.192.in-addr.arpa",58
"50.23.168.192.in-addr.arpa",16
"50.24.168.192.in-addr.arpa",8
"50.25.168.192.in-addr.arpa",6
"50.26.168.192.in-addr.arpa",8
"50.27.168.192.in-addr.arpa",10
"50.28.168.192.in-addr.arpa",14
"50.5.16.172.in-addr.arpa",4
"51.1.16.172.in-addr.arpa",8
"51.21.168.192.in-addr.arpa",20
"51.22.168.192.in-addr.arpa",16
"51.229.168.192.in-addr.arpa",58
"51.23.168.192.in-addr.arpa",14
"51.24.168.192.in-addr.arpa",10
"51.25.168.192.in-addr.arpa",6
"51.26.168.192.in-addr.arpa",6
"51.27.168.192.in-addr.arpa",12
"51.28.168.192.in-addr.arpa",14
"51.4.16.172.in-addr.arpa",14
"52.1.16.172.in-addr.arpa",8
"52.21.168.192.in-addr.arpa",20
"52.22.168.192.in-addr.arpa",16
"52.229.168.192.in-addr.arpa",58
"52.23.168.192.in-addr.arpa",14
"52.24.168.192.in-addr.arpa",8
"52.25.168.192.in-addr.arpa",8
"52.26.168.192.in-addr.arpa",6
"52.27.168.192.in-addr.arpa",10
"52.28.168.192.in-addr.arpa",16
"52.5.16.172.in-addr.arpa",4
"53.1.16.172.in-addr.arpa",4
"53.2.63.128.in-addr.arpa",8
"53.21.168.192.in-addr.arpa",20
"53.22.168.192.in-addr.arpa",16
"53.229.168.192.in-addr.arpa",58
"53.23.168.192.in-addr.arpa",18
"53.24.168.192.in-addr.arpa",8
"53.25.168.192.in-addr.arpa",6
"53.26.168.192.in-addr.arpa",8
"53.27.168.192.in-addr.arpa",10
"53.28.168.192.in-addr.arpa",14
"53.4.16.172.in-addr.arpa",4
"54.1.16.172.in-addr.arpa",16
"54.21.168.192.in-addr.arpa",20
"54.22.168.192.in-addr.arpa",16
"54.229.168.192.in-addr.arpa",58
"54.23.168.192.in-addr.arpa",14
"54.24.168.192.in-addr.arpa",10
"54.25.168.192.in-addr.arpa",6
"54.26.168.192.in-addr.arpa",6
"54.27.168.192.in-addr.arpa",12
"54.28.168.192.in-addr.arpa",14
"54.4.16.172.in-addr.arpa",4
"54.5.16.172.in-addr.arpa",70
"55.1.16.172.in-addr.arpa",4
"55.21.168.192.in-addr.arpa",22
"55.22.168.192.in-addr.arpa",16
"55.229.168.192.in-addr.arpa",58
"55.23.168.192.in-addr.arpa",14
"55.24.168.192.in-addr.arpa",8
"55.25.168.192.in-addr.arpa",8
"55.26.168.192.in-addr.arpa",6
"55.27.168.192.in-addr.arpa",10
"55.28.168.192.in-addr.arpa",16
"55.4.16.172.in-addr.arpa",34
"55.5.16.172.in-addr.arpa",4
"56.1.16.172.in-addr.arpa",8
"56.21.168.192.in-addr.arpa",20
"56.22.168.192.in-addr.arpa",16
"56.229.168.192.in-addr.arpa",58
"56.23.168.192.in-addr.arpa",14
"56.24.168.192.in-addr.arpa",8
"56.25.168.192.in-addr.arpa",6
"56.26.168.192.in-addr.arpa",8
"56.27.168.192.in-addr.arpa",10
"56.28.168.192.in-addr.arpa",14
"56.5.16.172.in-addr.arpa",130
"57.1.16.172.in-addr.arpa",4
"57.202.168.192.in-addr.arpa",4
"57.21.168.192.in-addr.arpa",20
"57.22.168.192.in-addr.arpa",16
"57.229.168.192.in-addr.arpa",58
"57.23.168.192.in-addr.arpa",14
"57.24.168.192.in-addr.arpa",8
"57.25.168.192.in-addr.arpa",6
"57.26.168.192.in-addr.arpa",6
"57.27.168.192.in-addr.arpa",12
"57.28.168.192.in-addr.arpa",14
"57.4.16.172.in-addr.arpa",46
"57.6.16.172.in-addr.arpa",2
"58.1.16.172.in-addr.arpa",4
"58.21.168.192.in-addr.arpa",22
"58.22.168.192.in-addr.arpa",16
"58.229.168.192.in-addr.arpa",60
"58.23.168.192.in-addr.arpa",14
"58.24.168.192.in-addr.arpa",8
"58.25.168.192.in-addr.arpa",10
"58.26.168.192.in-addr.arpa",6
"58.27.168.192.in-addr.arpa",10
"58.28.168.192.in-addr.arpa",16
"58.4.16.172.in-addr.arpa",164
"59.1.16.172.in-addr.arpa",4
"59.21.168.192.in-addr.arpa",20
"59.22.168.192.in-addr.arpa",18
"59.229.168.192.in-addr.arpa",58
"59.23.168.192.in-addr.arpa",14
"59.24.168.192.in-addr.arpa",8
"59.25.168.192.in-addr.arpa",6
"59.26.168.192.in-addr.arpa",8
"59.27.168.192.in-addr.arpa",10
"59.28.168.192.in-addr.arpa",14
"5ef35ade37119963da199c876819e36dc570413b.certs.googlednstest.com",4
"6-courier.push.apple.com",116
